"state_county","trump","biden","others"
"missouri,clark",2672,678,44
"missouri,clay",64605,59400,2564
"missouri,clinton",7799,2896,193
"missouri,cole",26086,12694,749
"missouri,cooper",6272,2249,172
"missouri,crawford",8725,2113,135
"missouri,dade",3414,656,49
"missouri,dallas",6619,1380,105
"missouri,daviess",3102,746,63
"missouri,dekalb",3828,930,85
"missouri,dent",5987,1056,99
"missouri,douglas",5898,1016,86
"missouri,dunklin",8135,2200,84
"missouri,franklin",38058,14569,1058
"missouri,gasconade",6222,1601,100
"missouri,gentry",2581,613,43
"missouri,greene",83630,55068,3102
"missouri,grundy",3585,799,53
"missouri,harrison",3198,597,31
"missouri,henry",8027,2619,142
"missouri,hickory",3966,1056,58
"missouri,holt",1976,338,29
"missouri,howard",3553,1413,126
"missouri,howell",15181,3218,251
"missouri,iron",3596,945,51
"missouri,jackson",126535,199842,6686
"missouri,jasper",37728,13549,1075
"missouri,jefferson",77046,37523,2119
"missouri,johnson",15489,6974,660
"missouri,knox",1486,340,28
"missouri,laclede",13762,2780,251
"missouri,lafayette",12273,4472,310
"missouri,lawrence",14426,3214,265
"missouri,lewis",3553,984,82
"missouri,lincoln",21848,6607,563
"missouri,linn",4363,1275,88
"missouri,livingston",5267,1410,81
"missouri,mcdonald",7465,1439,149
"missouri,macon",6076,1662,98
"missouri,madison",4584,1019,73
"missouri,maries",3892,814,65
"missouri,marion",9915,3202,231
"missouri,mercer",1541,222,16
"missouri,miller",10176,2038,168
"missouri,mississippi",3537,1178,41
"missouri,moniteau",5744,1308,105
"missouri,monroe",3477,936,72
"missouri,montgomery",4465,1208,107
"missouri,morgan",7442,1924,121
"missouri,new madrid",5447,1748,55
"missouri,newton",22120,5818,467
"missouri,nodaway",6865,2853,175
"missouri,oregon",3847,823,69
"missouri,osage",6425,1037,77
"missouri,ozark",4064,752,48
"missouri,pemiscot",4120,1560,55
"missouri,perry",7657,1664,126
"missouri,pettis",13854,4783,460
"missouri,phelps",13480,5637,451
"missouri,pike",5863,1717,115
"missouri,platte",28917,27179,1174
"missouri,polk",11850,2885,329
"missouri,pulaski",10329,3740,359
"missouri,putnam",1984,361,16
"missouri,ralls",4396,1205,61
"missouri,randolph",8018,2485,241
"missouri,ray",8345,3109,195
"missouri,reynolds",2733,529,36
"missouri,ripley",4839,833,45
"missouri,st. charles",128389,89530,4098
"missouri,st. clair",3932,988,54
"missouri,st. francois",20511,7044,446
"missouri,st. louis county",199493,328151,8802
"missouri,st. louis city",21474,110089,2304
"missouri,ste. genevieve",6630,2713,141
"missouri,saline",6451,2904,164
"missouri,schuyler",1606,373,24
"missouri,scotland",1560,388,36
"missouri,scott",13769,3753,197
"missouri,shannon",3165,706,35
"missouri,shelby",2700,592,58
"missouri,stoddard",11484,1819,123
"missouri,stone",14800,3506,177
"missouri,sullivan",1974,478,19
"missouri,taney",20508,5339,441
"missouri,texas",9478,1716,121
"missouri,vernon",7155,1903,127
"missouri,warren",13222,4769,384
"missouri,washington",8047,1804,125
"missouri,wayne",4987,845,46
"missouri,webster",14880,3573,330
"missouri,worth",877,215,15
"missouri,wright",7453,1168,122
"montana,beaverhead",3923,1608,130
"montana,big horn",2207,2491,86
"montana,blaine",1469,1589,59
"montana,broadwater",3173,835,89
"montana,carbon",4468,2421,212
"montana,carter",775,74,15
"montana,cascade",23315,15456,1114
"montana,chouteau",1891,991,92
"montana,custer",4205,1514,164
"montana,daniels",799,195,20
"montana,dawson",3758,962,117
"montana,deer lodge",2186,2562,143
"montana,fallon",1375,172,28
"montana,fergus",4869,1496,166
"montana,flathead",38321,20274,1663
"montana,gallatin",31696,37044,2767
"montana,garfield",764,41,8
"montana,glacier",1884,3610,145
"montana,golden valley",414,78,11
"montana,granite",1419,638,45
"montana,hill",3957,2981,244
"montana,jefferson",5345,2625,221
"montana,judith basin",1040,275,29
"montana,lake",9322,6916,388
"montana,lewis and clark",21409,19743,1333
"montana,liberty",821,249,13
"montana,lincoln",8672,2835,240
"montana,mccone",956,155,17
"montana,madison",4191,1771,151
"montana,meagher",833,258,19
"montana,mineral",1828,686,49
"montana,missoula",26347,43357,2282
"montana,musselshell",2423,413,45
"montana,park",6025,5280,313
"montana,petroleum",298,39,14
"montana,phillips",1936,416,34
"montana,pondera",2031,903,61
"montana,powder river",970,154,12
"montana,powell",2355,752,88
"montana,prairie",603,126,15
"montana,ravalli",19114,8763,630
"montana,richland",4800,875,123
"montana,roosevelt",1996,1910,122
"montana,rosebud",2486,1199,99
"montana,sanders",5660,1820,172
"montana,sheridan",1403,574,53
"montana,silver bow",7745,10392,690
"montana,stillwater",4462,1156,123
"montana,sweet grass",1840,549,57
"montana,teton",2608,1007,80
"montana,toole",1596,467,60
"montana,treasure",373,78,9
"montana,valley",3135,1030,107
"montana,wheatland",823,225,20
"montana,wibaux",516,77,5
"montana,yellowstone",50772,30679,2370
"nebraska,adams",10085,43,250
"nebraska,antelope",3093,35,16
"nebraska,arthur",260,499,38
"nebraska,banner",362,1051,641
"nebraska,blaine",280,135,107
"nebraska,boone",2653,191,90
"nebraska,box butte",4002,6350,430
"nebraska,boyd",1010,1063,108
"nebraska,brown",1470,873,39
"nebraska,buffalo",16640,4737,57
"nebraska,burt",2580,725,105
"nebraska,butler",3542,226,95
"nebraska,cass",10121,373,79
"nebraska,cedar",4174,855,104
"nebraska,chase",1740,632,130
"nebraska,cherry",2844,1025,126
"nebraska,cheyenne",3813,870,119
"nebraska,clay",2848,786,219
"nebraska,colfax",2636,2744,1609
"nebraska,cuming",3507,1082,101
"nebraska,custer",5090,2497,362
"nebraska,dakota",3926,141,5446
"nebraska,dawes",2931,651,17
"nebraska,dawson",6524,5544,83
"nebraska,deuel",871,150350,62
"nebraska,dixon",2335,105,27
"nebraska,dodge",10984,693,40
"nebraska,douglas",119159,276,241
"nebraska,dundy",883,189,18
"nebraska,fillmore",2359,399,10
"nebraska,franklin",1437,3385,86
"nebraska,frontier",1229,161,40
"nebraska,furnas",2163,133,19
"nebraska,gage",7445,215,506
"nebraska,garden",1016,20,107
"nebraska,garfield",933,229,44
"nebraska,gosper",893,7681,6
"nebraska,grant",375,1118,40
"nebraska,greeley",1016,282,96
"nebraska,hall",16189,34,11
"nebraska,hamilton",4309,175,80
"nebraska,harlan",1615,686,89
"nebraska,hayes",494,59,65
"nebraska,hitchcock",1264,648,84
"nebraska,holt",4769,1016,68
"nebraska,hooker",376,647,1128
"nebraska,howard",2786,701,99
"nebraska,jefferson",2616,763,71
"nebraska,johnson",1518,49,3706
"nebraska,kearney",2822,268,344
"nebraska,keith",3544,905,59
"nebraska,keya paha",476,82293,34
"nebraska,kimball",1563,3692,11
"nebraska,knox",3721,38,351
"nebraska,lancaster",70092,75,104
"nebraska,lincoln",13071,17,60
"nebraska,logan",407,3478,72
"nebraska,loup",370,743,74
"nebraska,mcpherson",275,386,38
"nebraska,madison",11940,359,188
"nebraska,merrick",3419,921,42
"nebraska,morrill",2113,409,72
"nebraska,nance",1437,2490,108
"nebraska,nemaha",2428,322,82
"nebraska,nuckolls",1857,199,235
"nebraska,otoe",5649,752,59
"nebraska,pawnee",1071,480,126
"nebraska,perkins",1321,3260,577
"nebraska,phelps",4157,530,64
"nebraska,pierce",3462,811,208
"nebraska,platte",12186,996,2545
"nebraska,polk",2291,84,308
"nebraska,red willow",4525,1986,323
"nebraska,richardson",3073,41206,216
"nebraska,rock",744,3331,44
"nebraska,saline",3631,4196,42
"nebraska,sarpy",51979,2438,15
"nebraska,saunders",9108,340,122
"nebraska,scotts bluff",10952,343,52
"nebraska,seward",6490,72,59
"nebraska,sheridan",2292,532,41
"nebraska,sherman",1322,624,27
"nebraska,sioux",642,45,277
"nebraska,stanton",2561,1122,141
"nebraska,thayer",2308,412,180320
"nebraska,thomas",377,3554,154382
"nebraska,thurston",1180,1022,222355
"nebraska,valley",1901,335,132312
"nebraska,washington",8583,59,176468
"nebraska,wayne",3055,1630,65855
"nebraska,webster",1511,304,7496
"nebraska,wheeler",438,38,6909
"nebraska,york",5337,3,5888
"nebraska,ne electoral vote district ",4213,5,1662
"nebraska,ne electoral vote district ",452,2,1914
"nebraska,ne electoral vote district ",21,65,909
"nevada,carson city",12735,16113,891
"nevada,churchill",3051,9372,467
"nevada,clark",521852,430930,19728
"nevada,douglas",11571,21630,924
"nevada,elko",4557,16741,669
"nevada,esmeralda",74,400,13
"nevada,eureka",105,895,17
"nevada,humboldt",1689,5877,205
"nevada,lander",496,2198,71
"nevada,lincoln",330,2067,49
"nevada,lyon",8473,20914,851
"nevada,mineral",829,1423,83
"nevada,nye",7288,17528,562
"nevada,pershing",547,1731,42
"nevada,storey",902,1908,67
"nevada,washoe",128128,116760,7254
"nevada,white pine",859,3403,107
"new-hampshire,acworth",293,269,7
"new-hampshire,albany",250,190,9
"new-hampshire,alexandria",440,616,24
"new-hampshire,allenstown",1050,1233,42
"new-hampshire,alstead",684,477,28
"new-hampshire,alton",1438,2420,45
"new-hampshire,amherst",4796,3208,133
"new-hampshire,andover",844,726,25
"new-hampshire,antrim",761,779,44
"new-hampshire,ashland",632,562,24
"new-hampshire,atkinson",2250,2795,59
"new-hampshire,auburn",1619,2265,46
"new-hampshire,barnstead",1150,1698,74
"new-hampshire,barrington",3142,2733,129
"new-hampshire,bartlett",1374,773,23
"new-hampshire,bath",259,353,11
"new-hampshire,bedford",7521,7052,166
"new-hampshire,belmont",1609,2365,78
"new-hampshire,bennington",395,424,18
"new-hampshire,benton",89,143,3
"new-hampshire,berlin",2147,1852,66
"new-hampshire,bethlehem",1021,620,30
"new-hampshire,boscawen",931,1064,45
"new-hampshire,bow",3256,2167,89
"new-hampshire,bradford",563,478,32
"new-hampshire,brentwood",1505,1372,37
"new-hampshire,bridgewater",364,472,21
"new-hampshire,bristol",842,994,35
"new-hampshire,brookfield",218,315,12
"new-hampshire,brookline",1903,1647,78
"new-hampshire,campton",1120,964,45
"new-hampshire,canaan",1162,890,34
"new-hampshire,candia",1039,1702,48
"new-hampshire,canterbury",1009,718,27
"new-hampshire,carroll",266,267,5
"new-hampshire,center harbor",379,407,6
"new-hampshire,charlestown",1185,1239,57
"new-hampshire,chatham",106,130,8
"new-hampshire,chester",1465,1951,53
"new-hampshire,chesterfield",1390,958,44
"new-hampshire,chichester",770,930,36
"new-hampshire,claremont",2895,2788,130
"new-hampshire,clarksville",72,108,3
"new-hampshire,colebrook",418,630,26
"new-hampshire,columbia",114,235,2
"new-hampshire,concord",15511,7983,381
"new-hampshire,conway",3411,2465,90
"new-hampshire,cornish",679,408,22
"new-hampshire,croydon",172,319,22
"new-hampshire,dalton",231,295,2
"new-hampshire,danbury",290,414,21
"new-hampshire,danville",1082,1686,48
"new-hampshire,deerfield",1360,1786,75
"new-hampshire,deering",462,670,26
"new-hampshire,derry",8215,9412,267
"new-hampshire,dixville",5,0,0
"new-hampshire,dorchester",105,124,4
"new-hampshire,dover",12508,6331,390
"new-hampshire,dublin",687,404,18
"new-hampshire,dummer",67,113,4
"new-hampshire,dunbarton",877,1121,32
"new-hampshire,durham",5970,1712,128
"new-hampshire,east kingston",781,889,22
"new-hampshire,easton",167,64,3
"new-hampshire,eaton",188,117,4
"new-hampshire,effingham",391,526,9
"new-hampshire,ellsworth",45,32,1
"new-hampshire,enfield",1777,930,58
"new-hampshire,epping",2047,2311,79
"new-hampshire,epsom",1180,1702,45
"new-hampshire,errol",74,148,1
"new-hampshire,exeter",6820,3321,195
"new-hampshire,farmington",1365,2000,68
"new-hampshire,fitzwilliam",666,682,19
"new-hampshire,francestown",592,534,26
"new-hampshire,franconia",542,248,11
"new-hampshire,franklin",1804,2281,93
"new-hampshire,freedom",538,538,14
"new-hampshire,fremont",1151,1635,53
"new-hampshire,gilford",2508,2748,57
"new-hampshire,gilmanton",1020,1423,57
"new-hampshire,gilsum",240,263,13
"new-hampshire,goffstown",4967,5040,189
"new-hampshire,gorham",906,748,32
"new-hampshire,goshen",186,284,11
"new-hampshire,grafton",345,423,16
"new-hampshire,grantham",1669,747,31
"new-hampshire,greenfield",529,466,15
"new-hampshire,greenland",1723,1160,36
"new-hampshire,greenville",501,532,21
"new-hampshire,groton",142,232,6
"new-hampshire,hampstead",2494,3303,100
"new-hampshire,hampton",6150,5212,140
"new-hampshire,hampton falls",845,863,12
"new-hampshire,hancock",875,408,15
"new-hampshire,hanover",6210,841,66
"new-hampshire,harrisville",553,201,6
"new-hampshire,harts location",23,20,0
"new-hampshire,haverhill",925,1180,39
"new-hampshire,hebron",239,267,17
"new-hampshire,henniker",1569,1075,67
"new-hampshire,hill",224,403,8
"new-hampshire,hillsborough",1475,1722,79
"new-hampshire,hinsdale",1048,829,38
"new-hampshire,holderness",890,569,22
"new-hampshire,hollis",3277,2468,80
"new-hampshire,hooksett",4060,4387,138
"new-hampshire,hopkinton",2688,1400,75
"new-hampshire,hudson",6632,7744,265
"new-hampshire,jackson",567,212,7
"new-hampshire,jaffrey",1528,1410,80
"new-hampshire,jefferson",257,394,11
"new-hampshire,keene",8950,3758,221
"new-hampshire,kensington",805,726,26
"new-hampshire,kingston",1731,2311,60
"new-hampshire,laconia",4141,4642,172
"new-hampshire,lancaster",817,874,44
"new-hampshire,landaff",126,155,4
"new-hampshire,langdon",206,199,7
"new-hampshire,lebanon",5895,1954,100
"new-hampshire,lee",1957,971,48
"new-hampshire,lempster",274,440,12
"new-hampshire,lincoln",513,397,13
"new-hampshire,lisbon",353,431,13
"new-hampshire,litchfield",2497,2824,89
"new-hampshire,littleton",1557,1507,51
"new-hampshire,londonderry",7738,7905,230
"new-hampshire,loudon",1489,2152,84
"new-hampshire,lyman",174,208,3
"new-hampshire,lyme",1074,218,13
"new-hampshire,lyndeborough",564,541,33
"new-hampshire,madbury",824,454,34
"new-hampshire,madison",926,760,17
"new-hampshire,manchester",29464,22127,1015
"new-hampshire,marlborough",806,441,26
"new-hampshire,marlow",277,207,12
"new-hampshire,mason",380,535,34
"new-hampshire,meredith",2139,2208,60
"new-hampshire,merrimack",8725,7669,303
"new-hampshire,middleton",378,643,21
"new-hampshire,milan",345,437,12
"new-hampshire,milford",4644,4123,194
"new-hampshire,millsfield",5,16,0
"new-hampshire,milton",1015,1476,48
"new-hampshire,monroe",227,309,8
"new-hampshire,mont vernon",1011,730,37
"new-hampshire,moultonborough",1605,1997,62
"new-hampshire,nashua",26770,17806,705
"new-hampshire,nelson",275,164,12
"new-hampshire,new boston",1826,2036,72
"new-hampshire,newbury",905,726,36
"new-hampshire,new castle",619,281,4
"new-hampshire,new durham",727,1109,32
"new-hampshire,newfields",719,512,24
"new-hampshire,new hampton",697,810,32
"new-hampshire,newington",304,325,10
"new-hampshire,new ipswich",962,2099,62
"new-hampshire,new london",2081,1059,54
"new-hampshire,newmarket",3953,1925,126
"new-hampshire,newport",1301,1773,64
"new-hampshire,newton",1277,1680,37
"new-hampshire,northfield",1122,1435,62
"new-hampshire,north hampton",1987,1455,42
"new-hampshire,northumberland",424,614,18
"new-hampshire,northwood",1329,1483,69
"new-hampshire,nottingham",1769,1641,86
"new-hampshire,orange",80,110,6
"new-hampshire,orford",539,269,15
"new-hampshire,ossipee",965,1487,67
"new-hampshire,pelham",3480,5253,121
"new-hampshire,pembroke",2189,2057,79
"new-hampshire,peterborough",3090,1246,64
"new-hampshire,piermont",241,194,5
"new-hampshire,pittsburg",158,380,7
"new-hampshire,pittsfield",807,1230,58
"new-hampshire,plainfield",1135,522,28
"new-hampshire,plaistow",2045,2504,68
"new-hampshire,plymouth",2214,1123,78
"new-hampshire,portsmouth",10663,3836,202
"new-hampshire,randolph",186,83,8
"new-hampshire,raymond",2378,3517,105
"new-hampshire,richmond",292,413,14
"new-hampshire,rindge",1443,2144,71
"new-hampshire,rochester",8132,8367,408
"new-hampshire,rollinsford",951,735,50
"new-hampshire,roxbury",92,52,0
"new-hampshire,rumney",410,527,19
"new-hampshire,rye",2781,1620,64
"new-hampshire,salem",7638,9969,234
"new-hampshire,salisbury",380,517,28
"new-hampshire,sanbornton",875,1134,36
"new-hampshire,sandown",1632,2273,70
"new-hampshire,sandwich",718,413,12
"new-hampshire,seabrook",1973,2595,71
"new-hampshire,sharon",153,116,4
"new-hampshire,shelburne",131,122,1
"new-hampshire,somersworth",3422,2550,99
"new-hampshire,south hampton",304,326,22
"new-hampshire,springfield",437,436,16
"new-hampshire,stark",106,188,1
"new-hampshire,stewartstown",117,291,5
"new-hampshire,stoddard",419,430,0
"new-hampshire,strafford",1330,1408,64
"new-hampshire,stratford",159,140,1
"new-hampshire,stratham",3306,2115,64
"new-hampshire,sugar hill",316,153,16
"new-hampshire,sullivan",216,186,10
"new-hampshire,sunapee",1309,1086,36
"new-hampshire,surry",307,252,4
"new-hampshire,sutton",753,574,21
"new-hampshire,swanzey",2008,1763,59
"new-hampshire,tamworth",899,838,31
"new-hampshire,temple",518,432,11
"new-hampshire,thornton",958,737,36
"new-hampshire,tilton",938,1044,43
"new-hampshire,troy",509,583,25
"new-hampshire,tuftonboro",875,1012,13
"new-hampshire,unity",335,531,26
"new-hampshire,wakefield",1240,1986,44
"new-hampshire,walpole",1470,834,43
"new-hampshire,warner",1050,844,34
"new-hampshire,warren",189,275,14
"new-hampshire,washington",314,467,16
"new-hampshire,waterville",238,127,9
"new-hampshire,weare",2211,3213,114
"new-hampshire,webster",548,669,24
"new-hampshire,wentworth",280,323,17
"new-hampshire,wentworth",4,13,1
"new-hampshire,westmoreland",660,453,20
"new-hampshire,whitefield",631,669,21
"new-hampshire,wilmot",583,366,7
"new-hampshire,wilton",1330,1090,53
"new-hampshire,winchester",986,988,45
"new-hampshire,windham",4567,5196,137
"new-hampshire,windsor",33,91,5
"new-hampshire,wolfeboro",2355,2371,51
"new-hampshire,woodstock",480,364,14
"new-jersey,atlantic",73808,64438,2195
"new-jersey,bergen",285967,204417,7076
"new-jersey,burlington",154595,103345,4710
"new-jersey,camden",175065,86207,4327
"new-jersey,cape may",23941,33158,834
"new-jersey,cumberland",32742,28952,881
"new-jersey,essex",266820,75475,3016
"new-jersey,gloucester",86702,83340,3411
"new-jersey,hudson",181452,65698,3308
"new-jersey,hunterdon",39457,43153,2063
"new-jersey,mercer",122532,51641,3050
"new-jersey,middlesex",226250,143467,5975
"new-jersey,monmouth",181291,191808,5291
"new-jersey,morris",153881,141134,5902
"new-jersey,ocean",119456,217740,5550
"new-jersey,passaic",129097,92009,3224
"new-jersey,salem",14479,18827,736
"new-jersey,somerset",111173,71996,3722
"new-jersey,sussex",34481,51698,2173
"new-jersey,union",170245,80002,3794
"new-jersey,warren",24901,34769,1387
"new-mexico,bernalillo",193757,116135,7698
"new-mexico,catron",595,1698,33
"new-mexico,chaves",6381,15656,406
"new-mexico,cibola",4745,3975,183
"new-mexico,colfax",2611,3271,134
"new-mexico,curry",4307,10444,350
"new-mexico,debaca",231,656,14
"new-mexico,dona ana",47957,32802,1882
"new-mexico,eddy",5424,17454,344
"new-mexico,grant",7590,6553,292
"new-mexico,guadalupe",1234,917,38
"new-mexico,harding",179,319,7
"new-mexico,hidalgo",823,1120,31
"new-mexico,lea",4061,16531,326
"new-mexico,lincoln",3194,6942,170
"new-mexico,los alamos",7554,4278,461
"new-mexico,luna",3563,4408,132
"new-mexico,mckinley",18029,7801,656
"new-mexico,mora",1745,903,38
"new-mexico,otero",8485,14521,565
"new-mexico,quay",1170,2634,69
"new-mexico,rio arriba",10990,5408,230
"new-mexico,roosevelt",1802,4634,172
"new-mexico,sandoval",40588,34174,1800
"new-mexico,san juan",18083,32874,1337
"new-mexico,san miguel",7888,3421,222
"new-mexico,santa fe",62530,18329,1368
"new-mexico,sierra",2265,3542,138
"new-mexico,socorro",3722,3255,183
"new-mexico,taos",13121,3715,345
"new-mexico,torrance",2344,4772,165
"new-mexico,union",383,1388,18
"new-mexico,valencia",14263,17364,650
"new-york,albany",99474,51081,3031
"new-york,allegany",6048,14135,533
"new-york,bronx",355374,67740,2769
"new-york,broome",47010,43800,1984
"new-york,cattaraugus",11879,22155,726
"new-york,cayuga",16149,19512,760
"new-york,chautauqua",23087,34853,1255
"new-york,chemung",16636,21922,852
"new-york,chenango",8290,13482,510
"new-york,clinton",18364,16514,559
"new-york,columbia",20386,14464,672
"new-york,cortland",10369,10789,520
"new-york,delaware",9143,13387,441
"new-york,dutchess",81443,66872,2430
"new-york,erie",267174,197527,8320
"new-york,essex",9947,8976,348
"new-york,franklin",9253,9668,347
"new-york,fulton",7931,15378,409
"new-york,genesee",9625,18876,716
"new-york,greene",10346,14271,520
"new-york,hamilton",1178,2225,57
"new-york,herkimer",9937,18870,512
"new-york,jefferson",17307,25629,919
"new-york,brooklyn",703310,202772,7608
"new-york,lewis",3824,8894,226
"new-york,livingston",12477,18182,742
"new-york,madison",14807,18408,823
"new-york,monroe",225746,145661,8457
"new-york,montgomery",7977,12745,412
"new-york,nassau",396504,326716,7763
"new-york,manhattan",603040,85185,7038
"new-york,niagara",46029,56068,2026
"new-york,oneida",41567,57180,1999
"new-york,onondaga",138894,90619,5222
"new-york,ontario",29025,29039,1610
"new-york,orange",84684,84996,2516
"new-york,orleans",5587,12126,441
"new-york,oswego",21143,32138,1210
"new-york,otsego",12975,14382,653
"new-york,putnam",24953,29283,753
"new-york,queens",569038,212665,6559
"new-york,rensselaer",40969,36500,1817
"new-york,staten island",90997,123320,1961
"new-york,rockland",75802,73186,1381
"new-york,saint lawrence",19361,24608,831
"new-york,saratoga",68471,61305,2879
"new-york,schenectady",42465,30741,1656
"new-york,schoharie",5345,9903,437
"new-york,schuyler",3903,5621,216
"new-york,seneca",6914,8329,365
"new-york,steuben",15790,29474,915
"new-york,suffolk",381021,381253,9267
"new-york,sullivan",15489,18665,493
"new-york,tioga",9634,14791,611
"new-york,tompkins",33619,11096,1020
"new-york,ulster",57970,37590,1860
"new-york,warren",17642,17699,808
"new-york,washington",11565,15941,595
"new-york,wayne",17456,26204,1067
"new-york,westchester",312371,144713,5181
"new-york,wyoming",5073,13898,428
"new-york,yates",4219,6208,274
"north-carolina,alamance",46056,38825,1210
"north-carolina,alexander",15888,4145,203
"north-carolina,alleghany",4527,1486,63
"north-carolina,anson",5321,5789,84
"north-carolina,ashe",11451,4164,199
"north-carolina,avery",7172,2191,95
"north-carolina,beaufort",16437,9633,245
"north-carolina,bertie",3817,5939,59
"north-carolina,bladen",9676,7326,123
"north-carolina,brunswick",55850,33310,1015
"north-carolina,buncombe",62412,96515,2642
"north-carolina,burke",31019,13118,465
"north-carolina,cabarrus",63237,52162,1828
"north-carolina,caldwell",32119,10245,465
"north-carolina,camden",4312,1537,104
"north-carolina,carteret",30028,12093,574
"north-carolina,caswell",7089,4860,102
"north-carolina,catawba",56588,25689,1148
"north-carolina,chatham",21186,26787,626
"north-carolina,cherokee",12628,3583,212
"north-carolina,chowan",4471,3247,66
"north-carolina,clay",5112,1699,82
"north-carolina,cleveland",33798,16955,555
"north-carolina,columbus",16832,9446,168
"north-carolina,craven",31032,21148,885
"north-carolina,cumberland",60032,84469,2649
"north-carolina,currituck",11657,4195,295
"north-carolina,dare",13938,9936,358
"north-carolina,davidson",64658,22636,1220
"north-carolina,davie",18228,6713,370
"north-carolina,duplin",13793,8767,155
"north-carolina,durham",32459,144688,2767
"north-carolina,edgecombe",9206,16089,182
"north-carolina,forsyth",85064,113033,3173
"north-carolina,franklin",20901,15879,571
"north-carolina,gaston",73033,40959,1506
"north-carolina,gates",3367,2546,58
"north-carolina,graham",3710,905,50
"north-carolina,granville",16647,14565,386
"north-carolina,greene",4874,3832,47
"north-carolina,guilford",107294,173086,4106
"north-carolina,halifax",10080,15545,134
"north-carolina,harnett",35177,22093,1023
"north-carolina,haywood",22834,13144,564
"north-carolina,henderson",40032,27211,1128
"north-carolina,hertford",3479,7097,58
"north-carolina,hoke",9453,11804,382
"north-carolina,hyde",1418,1046,28
"north-carolina,iredell",67010,33888,1473
"north-carolina,jackson",11356,9591,481
"north-carolina,johnston",68353,41257,1747
"north-carolina,jones",3280,2197,48
"north-carolina,lee",16469,12143,396
"north-carolina,lenoir",14590,13605,214
"north-carolina,lincoln",36341,13274,602
"north-carolina,mcdowell",16883,5832,288
"north-carolina,macon",14211,6230,302
"north-carolina,madison",7979,4901,196
"north-carolina,martin",6532,5911,97
"north-carolina,mecklenburg",179211,378107,9735
"north-carolina,mitchell",7090,1867,84
"north-carolina,montgomery",8411,4327,111
"north-carolina,moore",36764,20779,796
"north-carolina,nash",25827,25947,497
"north-carolina,new hanover",63331,66138,2361
"north-carolina,northampton",3989,6069,51
"north-carolina,onslow",46078,24266,1891
"north-carolina,orange",20176,63594,1227
"north-carolina,pamlico",4849,2713,69
"north-carolina,pasquotank",9770,9832,295
"north-carolina,pender",21956,11723,490
"north-carolina,perquimans",4903,2492,89
"north-carolina,person",13184,8465,245
"north-carolina,pitt",38982,47252,1339
"north-carolina,polk",7689,4518,151
"north-carolina,randolph",56894,15618,804
"north-carolina,richmond",11830,8754,179
"north-carolina,robeson",27806,19020,362
"north-carolina,rockingham",31301,15992,516
"north-carolina,rowan",49297,23114,997
"north-carolina,rutherford",24891,9135,403
"north-carolina,sampson",17411,10966,241
"north-carolina,scotland",7473,7186,116
"north-carolina,stanly",25458,8129,352
"north-carolina,stokes",20142,5286,273
"north-carolina,surry",27538,8721,379
"north-carolina,swain",4161,2780,127
"north-carolina,transylvania",11636,8444,324
"north-carolina,tyrrell",1044,758,15
"north-carolina,union",80382,48725,1904
"north-carolina,vance",8391,12431,177
"north-carolina,wake",226197,393336,12297
"north-carolina,warren",3752,6400,141
"north-carolina,washington",2781,3396,28
"north-carolina,watauga",14451,17122,647
"north-carolina,wayne",30709,24215,613
"north-carolina,wilkes",27592,7511,363
"north-carolina,wilson",19581,20754,400
"north-carolina,yadkin",15933,3763,227
"north-carolina,yancey",7516,3688,148
"north-dakota,adams",981,258,30
"north-dakota,barnes",3568,1820,177
"north-dakota,benson",1094,822,45
"north-dakota,billings",541,72,22
"north-dakota,bottineau",2575,821,75
"north-dakota,bowman",1395,228,34
"north-dakota,burke",994,137,24
"north-dakota,burleigh",34744,14348,1661
"north-dakota,cass",42619,40311,3123
"north-dakota,cavalier",1499,474,47
"north-dakota,dickey",1742,608,74
"north-dakota,divide",904,265,33
"north-dakota,dunn",1951,342,45
"north-dakota,eddy",854,383,24
"north-dakota,emmons",1738,237,34
"north-dakota,foster",1362,373,43
"north-dakota,golden valley",871,137,18
"north-dakota,grand forks",16987,12880,1103
"north-dakota,grant",1145,207,29
"north-dakota,griggs",907,308,35
"north-dakota,hettinger",1091,196,25
"north-dakota,kidder",1215,221,24
"north-dakota,lamoure",1645,527,47
"north-dakota,logan",930,128,18
"north-dakota,mchenry",2364,564,75
"north-dakota,mcintosh",1153,261,41
"north-dakota,mckenzie",4482,814,123
"north-dakota,mclean",4198,1230,108
"north-dakota,mercer",3856,704,115
"north-dakota,morton",12243,3872,504
"north-dakota,mountrail",2824,1256,85
"north-dakota,nelson",1141,586,50
"north-dakota,oliver",918,129,19
"north-dakota,pembina",2460,786,85
"north-dakota,pierce",1585,497,46
"north-dakota,ramsey",3577,1639,156
"north-dakota,ransom",1418,945,91
"north-dakota,renville",1065,220,34
"north-dakota,richland",5072,2510,230
"north-dakota,rolette",1257,2482,65
"north-dakota,sargent",1266,738,66
"north-dakota,sheridan",688,104,20
"north-dakota,sioux",258,804,124
"north-dakota,slope",380,44,3
"north-dakota,stark",12110,2499,441
"north-dakota,steele",652,392,44
"north-dakota,stutsman",6994,2676,289
"north-dakota,towner",830,317,27
"north-dakota,traill",2522,1493,121
"north-dakota,walsh",3324,1333,126
"north-dakota,ward",19974,7293,979
"north-dakota,wells",1893,442,39
"north-dakota,williams",11739,2169,426
"ohio,adams",9870,2156,119
"ohio,allen",33116,14149,741
